id,employeeNumber,Center,jobTitle,attendanceDate,shiftStartTime,shiftEndTime,firstInOfTheDay,lastOutOfTheDay,dayType,shiftDuration,shiftEffectiveDuration,totalGrossHours,totalEffectiveHours,totalBreakDuration,totalEffectiveOvertimeDuration,totalGrossOvertimeDuration
8d92992c-d9a5-4a58-bb88-23120ae81f6a,NP34511,209-PB-FRZ-MDT-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:52,22-09-2025 12:24,0,9,9,11.54,11.54,0,2.54,2.54
e4a021c0-abee-46ea-aa17-94bbec9d226f,NP34515,504-KA-PVG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T13:30:00Z,22-09-2025 04:13,22-09-2025 13:14,0,9,8.5,9.02,9.02,0,0.52,0.02
915e65a5-6736-4852-bb7f-9bf069bf1805,NP34516,278-MH-NGP-PCN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
078cd3c6-1ba9-4629-9aa3-b3d4e2b2a7ef,NP34517,382-JK-SRN-LLN-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T12:00:00Z,22-09-2025 02:50,22-09-2025 10:50,0,8,7.5,8,8,0,0.5,0
d67b0f5f-d31e-47de-b1c6-a6f8bd8222ad,NP34518,403-KA-JYG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T14:30:00Z,,,0,9,8.5,0,0,0,0,0
9d692c05-4ae2-423d-bcd6-44cffc567f80,NP34520,202-DL-SHP-SHB-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:25,22-09-2025 09:20,0,9,9,6.91,6.91,0,0,0
d050caf5-7d83-4ba0-9c3d-fc682874b876,NP34521,353-RJ-JPR-GPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:47,22-09-2025 10:41,0,9,9,8.89,8.89,0,0,0
9798d450-2ba7-48e4-94de-0971f96056b7,NP34523,259-JK-JMU-CNH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:00:00Z,2025-09-22T09:00:00Z,21-09-2025 23:52,22-09-2025 09:07,0,9,9,9.24,9.24,0,0.24,0.24
2d234035-2831-4a84-ad7a-dc179ee89fb2,NP34524,316-HR-SNP-VNC-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:00:00Z,2025-09-22T09:00:00Z,22-09-2025 00:22,22-09-2025 09:41,0,8,7.5,9.31,9.31,0,1.81,1.31
7330233f-9bde-41eb-90ce-f6ef0eb8eea4,NP34525,432-KA-CMN-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T07:00:00Z,2025-09-22T16:00:00Z,22-09-2025 06:55,22-09-2025 15:56,0,9,9,9.02,9.02,0,0.02,0.02
93de7c3e-5ce5-409f-bcce-0fd7c62f7d98,NP34526,116-UK-HLD-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 14:21,,0,9,9,0,0,0,0,0
74e42281-d779-4876-b475-1206993ee740,NP34527,367-HP-PLM-HLT-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:21,22-09-2025 14:23,0,9,9,8.02,8.02,0,0,0
4fd728fe-c746-429b-902d-90fb37289d45,NP34528,172-PB-PTK-DHR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:23,22-09-2025 16:29,0,9,9,11.1,11.1,0,2.1,2.1
3ad3ecb9-9700-4e5e-a713-a77a02046aa8,NP34529,244-AP-VZM-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:00:00Z,2025-09-22T10:00:00Z,22-09-2025 01:14,22-09-2025 11:02,0,9,8.5,9.82,9.82,0,1.32,0.82
dba173f5-d701-4b0b-af08-7e39b62bf9a2,NP34531,207-AP-ATP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:03,22-09-2025 13:52,0,9,9,9.82,9.82,0,0.82,0.82
273c2b30-639e-444a-acf1-fcadb23eb72a,NP34532,453-KA-MLK-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T14:30:00Z,22-09-2025 05:33,22-09-2025 14:39,0,9,8.5,9.09,9.09,0,0.59,0.09
0d926ede-8d62-43b2-8aaf-47cfa6afacd9,NP34533,286-BH-HJP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:53,22-09-2025 16:23,0,9,9,9.5,9.5,0,0.5,0.5
749f827d-f8de-443e-9c4b-0eff13b89770,NP34538,Support Zones,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
cbc7553d-42bb-4a88-98af-9b84d471b5a2,NP34540,512-UP-GKP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:59,22-09-2025 14:29,0,9,9,9.49,9.49,0,0.49,0.49
52734cae-b8c0-43b9-9d3c-b06597eb656a,NP34541,416-KA-RMG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:01,22-09-2025 12:35,0,9,9,10.58,10.58,0,1.58,1.58
dbde39af-6042-4b78-a08a-88d9f2c35969,NP34543,340-AP-GTR-NGP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:31,,0,9,9,0,0,0,0,0
5711b00a-ee24-46cf-87ad-5d85803a6279,NP34544,72-JH-RNC-STR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:23,,0,9,9,0,0,0,0,0
af09ceaa-5fab-4ed1-932b-44268f3f7e4d,NP34545,117-AP-TPT-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 07:42,22-09-2025 16:46,0,9,9,9.07,9.07,0,0.07,0.07
9b286e89-8169-4334-b819-28e7b7e29a0a,NP34546,388-JH-RNC-IPC-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T12:30:00Z,22-09-2025 00:45,22-09-2025 09:36,0,8,7.5,8.85,8.85,0,1.35,0.85
bb265d95-9d10-44d8-84ba-650a1faad40f,NP34547,113-AP-GTR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T06:00:00Z,2025-09-22T15:00:00Z,22-09-2025 06:07,22-09-2025 15:08,0,9,9,9.02,9.02,0,0.02,0.02
91a4d9a2-85d7-49fc-a7b7-0572f05012ef,NP34548,213-GJ-VDD-WGD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:33,22-09-2025 14:19,0,9,9,11.77,11.77,0,2.77,2.77
88db9604-682b-4fd9-9508-0ccc8c5fc0c1,NP34549,52-PB-LDH-AKC-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:13,22-09-2025 11:07,0,9,9,8.89,8.89,0,0,0
8a084a23-ae12-48b8-8659-e641ace97ae0,NP34551,67-AP-KRN-BWP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:51,22-09-2025 13:06,0,9,9,9.25,9.25,0,0.25,0.25
aa9c81ee-d10e-45d5-a534-1df99b629c2b,NP34552,202-DL-SHP-SHB-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:34,22-09-2025 09:19,0,9,9,6.74,6.74,0,0,0
05f90248-4155-4470-83ae-e93e20e0e09b,NP34553,273-JK-JMU-GNR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,21-09-2025 23:30,22-09-2025 09:04,0,9,9,9.57,9.57,0,0.57,0.57
3304dc50-a4fd-45c0-a752-fd2874a51fcf,NP34554,441-KA-KDR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:37,22-09-2025 14:31,0,9,9,8.9,8.9,0,0,0
acbcc73a-8222-4ca3-b93c-24e9f9814b12,NP34555,362-KL-EDP-PBR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:27,22-09-2025 08:49,0,9,9,8.38,8.38,0,0,0
aef823e8-0959-4dcb-b8a2-1f279ade85c9,NP34556,454-KA-ULL-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
2fe6bfc3-c736-4526-bfd0-a49c60965318,NP34557,348-MH-NGP-WDG-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T17:30:00Z,22-09-2025 08:30,22-09-2025 17:32,0,9,8.5,9.02,9.02,0,0.52,0.02
83829403-dbd0-42f8-8d84-f1bcb73af749,NP34559,89-AP-TPD-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:29,22-09-2025 13:28,0,9,9,9.99,9.99,0,0.99,0.99
afef3164-3563-40d6-93ce-2b484bafc9d1,NP34563,199-WB-SLG-SMR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T11:30:00Z,,,0,9,8.5,0,0,0,0,0
40e3299f-fefe-40d8-a32b-2102238e6bbd,NP34564,180-MH-PUN-SSR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 08:25,22-09-2025 16:30,0,9,9,8.09,8.09,0,0,0
d0aad4dd-1afc-430c-ab15-4bfa747656c4,NP34566,323-MP-STA-PPC-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T10:00:00Z,22-09-2025 04:32,22-09-2025 13:08,0,8.5,8.5,8.6,8.6,0,0.1,0.1
9d3d064b-03f5-404d-bbe2-a2aaf90cde70,NP34567,323-MP-STA-PPC-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T10:00:00Z,22-09-2025 01:30,22-09-2025 10:03,0,8.5,8.5,8.54,8.54,0,0.04,0.04
6a382d32-e0e7-4c87-ae65-dce304534926,NP34568,516-TN-CHE-RDH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T12:30:00Z,22-09-2025 06:10,22-09-2025 14:18,0,8,7.5,8.13,8.13,0,0.63,0.13
5ba2ac7c-5220-428d-892d-1c21458d5f81,NP34569,180-MH-PUN-SSR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 08:25,22-09-2025 16:31,0,9,9,8.1,8.1,0,0,0
a4f43d4d-81da-4d2c-a0ca-ccacfc2da2bf,NP34570,429-KA-KLG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:00:00Z,2025-09-22T14:00:00Z,22-09-2025 04:52,22-09-2025 13:58,0,9,8.5,9.09,9.09,0,0.59,0.09
9c48b517-cdd0-4c84-841a-461ede3a6e90,NP34572,180-MH-PUN-SSR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:22,22-09-2025 09:24,0,9,9,8.04,8.04,0,0,0
35cfafe0-0767-46ab-b53c-2e8c601fdcbf,NP34574,16-DL-MAX-PPG-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T08:30:00Z,22-09-2025 08:36,22-09-2025 14:39,0,6,5.5,6.04,6.04,0,0.54,0.04
7fab8d61-f7d8-436b-8ea5-32fde30382ea,NP34576,180-MH-PUN-SSR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T15:30:00Z,2025-09-23T01:30:00Z,22-09-2025 16:20,23-09-2025 02:37,0,10,9.5,10.28,10.28,0,0.78,0.28
f0d8d654-d945-48b9-bbad-ec01e9c154bb,NP34578,24-HR-HSR-NMT-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T12:30:00Z,2025-09-22T21:30:00Z,22-09-2025 15:35,22-09-2025 23:36,0,9,8.5,8.02,8.02,0,0,0
decf1bd2-3dd0-4cfe-9988-e8447a0f7408,NP34579,454-KA-ULL-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T12:30:00Z,22-09-2025 03:21,22-09-2025 12:30,0,9,8.5,9.15,9.15,0,0.65,0.15
eee4260d-c4d5-4b87-9a89-330781dc8f7e,NP34581,291-GJ-NDD-PTR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:25,,0,9,9,0,0,0,0,0
cc68360f-e3f5-42f3-8a6a-ad9905c4c4ea,NP34582,404-KA-IND-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 07:33,22-09-2025 16:29,0,9,9,8.94,8.94,0,0,0
2af8e9e7-6cea-478e-844a-c736216975ff,NP34586,4-TS-HYD-SNN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:03,22-09-2025 10:20,0,9,9,9.28,9.28,0,0.28,0.28
49659897-1b4e-44e3-b927-66559a6e49b0,NP34587,Support Office,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:08,22-09-2025 10:54,0,9,9,8.55,5.98,2.57,0,0
2a40aeb2-cd93-4f2b-ba60-fc1f3a73ea35,NP34588,364-GJ-VRL-SSR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:52,22-09-2025 13:58,0,9,9,10.09,10.09,0,1.09,1.09
44269dbf-72bf-4a99-8f36-bbd11dd4502f,NP34589,Support Office,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 04:45,22-09-2025 08:41,0,9,9,11.26,3.93,7.33,0,2.26
1140363f-2531-434f-9ede-2c006e86c7d2,NP34590,338-MH-THN-MRR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T16:30:00Z,22-09-2025 08:24,22-09-2025 16:38,0,8,7.5,8.24,8.24,0,0.74,0.24
64670205-3cbd-4812-8b1a-e1dc98fccd1b,NP34592,271-GJ-MDS-MRR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:17,22-09-2025 11:56,0,9,9,9.65,9.65,0,0.65,0.65
524ec954-e4a4-4e16-bb42-76171ba39a0c,NP34594,115-UK-DDN-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:33,22-09-2025 10:36,0,9,9,9.06,9.06,0,0.06,0.06
9551d08e-fd1c-4bba-9ea9-9ad0086a0e2a,NP34595,370-TS-HYD-BJH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T01:30:00Z,2025-09-22T10:30:00Z,22-09-2025 00:16,22-09-2025 09:30,0,9,8.5,9.23,9.23,0,0.73,0.23
f0d948e5-ea4b-4375-bdb5-4fb8a02f4024,NP34596,370-TS-HYD-BJH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T13:30:00Z,22-09-2025 04:54,22-09-2025 14:07,0,9,8.5,9.2,9.2,0,0.7,0.2
468b2474-8db5-47d3-b93a-63fb005534fa,NP34597,194-TN-CHE-KKS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T12:00:00Z,,,0,8,7.5,0,0,0,0,0
4a946e3e-f518-4444-91ed-098a2f5941ff,NP34598,370-TS-HYD-BJH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T06:30:00Z,2025-09-22T15:30:00Z,22-09-2025 06:26,22-09-2025 15:50,0,9,8.5,9.4,9.4,0,0.9,0.4
2dd1c00f-65aa-4892-b003-37a9bf4f189e,NP34599,361-TS-HYD-SXR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T00:30:00Z,2025-09-22T09:30:00Z,22-09-2025 06:32,22-09-2025 15:43,0,9,8.5,9.18,9.18,0,0.68,0.18
d269528f-0b08-4d0d-8427-f38181f0a20d,NP34600,361-TS-HYD-SXR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T06:30:00Z,2025-09-22T15:30:00Z,22-09-2025 03:58,22-09-2025 13:11,0,9,8.5,9.21,9.21,0,0.71,0.21
01fea1e4-5b93-4e2e-89f0-9acaf1805af5,NP34601,16-DL-MAX-PPG-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
9dc38c7c-0ede-40ff-9b34-38fe102972ea,NP34604,283-BH-CPR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T07:30:00Z,2025-09-22T16:30:00Z,22-09-2025 00:30,22-09-2025 09:32,0,9,8.5,9.03,9.03,0,0.53,0.03
96a1f142-4750-40e0-8e18-368d261c8046,NP34605,17-UK-DDN-RRD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:22,22-09-2025 08:42,0,9,9,6.32,6.32,0,0,0
4f6886b8-a3a8-4844-a78b-8b235c1009f8,NP34607,282-BH-BTH-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 09:27,,0,9,9,0,0,0,0,0
3e878e61-f163-4104-a0af-bdfbbbaf1bf7,NP34608,3-TS-MBN-YKA-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
63eed060-be0b-4db1-9359-f90fec6b816c,NP34610,382-JK-SRN-LLN-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T12:00:00Z,,,0,8,7.5,0,0,0,0,0
98c2d085-e59b-4b71-9c5e-eddc153ec5ad,NP34611,411-KA-MLR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:26,22-09-2025 14:26,0,9,9,8,8,0,0,0
4f2f5234-bdeb-454d-9392-a41147c25481,NP34613,411-KA-MLR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T14:30:00Z,2025-09-23T02:30:00Z,22-09-2025 14:11,23-09-2025 02:12,0,12,11.5,12.02,12.02,0,0.52,0.02
3390a304-1aaa-4efe-b0c3-7f3b8ddcb867,NP34614,411-KA-MLR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
943a441b-97a1-4874-9db9-d3b2d3f6b7dc,NP34615,327-MH-PUN-WKD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T11:30:00Z,22-09-2025 03:49,22-09-2025 11:42,0,8,7.5,7.88,7.88,0,0.38,0
664bd0f2-2ae3-48aa-afa0-4dd2f40fe142,NP34616,338-MH-THN-MRR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T16:30:00Z,,,0,8,7.5,0,0,0,0,0
053a9419-8afa-4c04-b57e-d82159417dd6,NP34617,536-KA-GGN-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:28,22-09-2025 09:39,0,9,9,9.19,9.19,0,0.19,0.19
9dd685e1-0720-4bfc-aa18-b468a44eb426,NP34618,1-TS-HYD-BJH-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:38,22-09-2025 12:50,0,9,9,10.19,10.19,0,1.19,1.19
d61d15fe-0b02-4072-bf7a-3d440ab5246a,NP34619,3-TS-MBN-YKA-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:15,22-09-2025 10:16,0,9,9,9.01,9.01,0,0.01,0.01
68534524-21f0-40ec-a523-0827238ffc4e,NP34620,236-MH-NGP-SBD-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:59,22-09-2025 13:20,0,9,9,9.35,9.35,0,0.35,0.35
07d88797-a032-423e-8cd3-8085b525572d,NP34623,Support Zones,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 06:06,22-09-2025 14:34,0,9,9,8.48,6.52,1.96,0,0
5422ed54-e8fd-4abd-af86-bb036f19ed0b,NP34624,592-TN-SLM-TJR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:30:00Z,2025-09-22T12:30:00Z,22-09-2025 05:03,,0,8,7.5,0,0,0,0,0
a6da4e6f-3997-4355-aeb3-f31ffcf54bf5,NP34626,249-BH-GPG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 00:27,22-09-2025 09:29,0,9,9,9.02,9.02,0,0.02,0.02
c098309b-36e7-4d19-a30e-26fb9bf7addc,NP34627,84-HR-PCK-S6-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T07:30:00Z,2025-09-22T15:30:00Z,22-09-2025 01:07,22-09-2025 08:07,0,8,7.5,7,7,0,0,0
d3d6b2b8-a0b8-4ad6-86d9-3686578fc96e,NP34632,58-UK-DDN-SRN-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,,,0,9,9,0,0,0,0,0
916dc45c-dfd5-4c0e-a489-7cca78004d7c,NP34633,102-AP-TPT-SVU-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:33,22-09-2025 12:51,0,9,9,9.31,9.31,0,0.31,0.31
738ab758-8ced-4177-a5fe-02b8cffe9123,NP34634,498-KA-CNH-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:54,22-09-2025 13:48,0,9,9,9.89,9.89,0,0.89,0.89
8d2d9d41-afda-4c05-9474-7671feb7425d,NP34635,469-KA-SWP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:53,22-09-2025 13:01,0,9,9,9.14,9.14,0,0.14,0.14
28d8dfec-154d-44bb-8335-441fab86198a,NP34637,471-KA-KDG-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T03:30:00Z,2025-09-22T11:30:00Z,22-09-2025 04:06,22-09-2025 12:07,0,8,7.5,8.02,8.02,0,0.52,0.02
95a17a99-f8ff-4f81-8492-5aca3a579328,NP34639,477-KA-KNJ-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T14:30:00Z,22-09-2025 05:20,22-09-2025 14:26,0,9,8.5,9.11,9.11,0,0.61,0.11
b75036f9-dda3-4f0a-90db-447bedc4a1bd,NP34640,116-UK-HLD-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 02:45,22-09-2025 12:33,0,9,9,9.8,9.8,0,0.8,0.8
c98f412d-401b-4924-8764-e2218633a5a7,NP34641,370-TS-HYD-BJH-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T02:30:00Z,2025-09-22T09:30:00Z,22-09-2025 02:55,22-09-2025 10:18,0,7,7,7.39,7.39,0,0.39,0.39
15e7e8f0-e4e7-4858-825e-9cdd7466f876,NP34642,270-MH-VSI-SGN-S,Center Manager,2025-09-22T00:00:00Z,2025-09-22T07:00:00Z,2025-09-22T16:00:00Z,22-09-2025 04:37,22-09-2025 13:35,0,9,9,8.97,8.97,0,0,0
e3cc9c07-ee6f-42fb-977e-f3f6a242394c,NP34643,338-MH-THN-MRR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T08:30:00Z,2025-09-22T16:30:00Z,22-09-2025 08:17,22-09-2025 16:38,0,8,7.5,8.34,8.34,0,0.84,0.34
023f577b-656b-4536-a508-d450c41ba5c6,NP34645,414-KA-MVL-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T05:30:00Z,2025-09-22T14:30:00Z,22-09-2025 05:45,22-09-2025 14:53,0,9,8.5,9.14,9.14,0,0.64,0.14
0e5438f6-ff51-4650-a284-d764c9db640b,NP34647,512-UP-GKP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:37,22-09-2025 14:27,0,9,9,8.83,8.83,0,0,0
501eb5d1-a66b-4e4b-a69b-7018a26e5d88,NP34648,547-JH-BKR-CCS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:29,22-09-2025 11:18,0,9,9,9.81,9.81,0,0.81,0.81
ff81cd84-3d6b-4a31-b61d-b741ef0de1d5,NP34649,547-JH-BKR-CCS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:27,22-09-2025 14:50,0,9,9,9.39,9.39,0,0.39,0.39
b4839b97-2053-48a5-a721-7c3981da4a4c,NP34650,547-JH-BKR-CCS-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 01:30,22-09-2025 11:12,0,9,9,9.7,9.7,0,0.7,0.7
5a0d6676-a754-440e-8525-36b20e54840b,NP34651,509-KA-HBR-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 03:30,22-09-2025 12:36,0,9,9,9.09,9.09,0,0.09,0.09
c59c20b4-d643-493b-885b-4ffd1360c350,NP34654,438-KA-AJP-PPP-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 05:14,22-09-2025 14:32,0,9,9,9.3,9.3,0,0.3,0.3
90288158-cf0c-4031-8f2c-6eae847effff,NP34657,145-GJ-VDD-MJR-C,Center Manager,2025-09-22T00:00:00Z,2025-09-22T04:00:00Z,2025-09-22T13:00:00Z,22-09-2025 07:13,22-09-2025 16:23,0,9,9,9.17,9.17,0,0.17,0.17
